latitude,longitude
4.714771133333333353e+01,-1.378449791666666702e+00
4.714748600000000067e+01,-1.377646145833333335e+00
4.714737333333333424e+01,-1.376842499999999969e+00
4.714714800000000139e+01,-1.376038854166666603e+00
4.714511999999999858e+01,-1.372342083333333296e+00
4.714455666666666644e+01,-1.372502812499999836e+00
4.714399333333333431e+01,-1.372502812499999836e+00
4.714342999999999506e+01,-1.372342083333333296e+00
4.714286666666666292e+01,-1.372020624999999994e+00
4.714264133333333007e+01,-1.371216979166666627e+00
4.714230333333333078e+01,-1.370574062500000023e+00
4.714196533333333150e+01,-1.369931145833333197e+00
4.714162733333333222e+01,-1.369288229166666593e+00
4.714140199999999936e+01,-1.368484583333333227e+00
4.714106400000000008e+01,-1.367841666666666622e+00
4.714061333333333437e+01,-1.367359479166666558e+00
4.714005000000000223e+01,-1.367038020833333256e+00
4.713971199999999584e+01,-1.366395104166666652e+00
4.713937399999999656e+01,-1.365752187500000048e+00
4.713903599999999727e+01,-1.365109270833333222e+00
4.713914866666666370e+01,-1.364144895833333315e+00
4.713903599999999727e+01,-1.363341249999999949e+00
4.713892333333333085e+01,-1.362537604166666583e+00
4.713892333333333085e+01,-1.361733958333333216e+00
4.713892333333333085e+01,-1.360930312499999850e+00
4.713892333333333085e+01,-1.360126666666666484e+00
4.713903599999999727e+01,-1.359323020833333340e+00
4.713869799999999799e+01,-1.358680104166666514e+00
4.713858533333333156e+01,-1.357715729166666607e+00
4.713881066666666442e+01,-1.356751354166666701e+00
4.713948666666666298e+01,-1.357072812500000003e+00
4.714016266666666866e+01,-1.357394270833333305e+00
4.714005000000000223e+01,-1.356590624999999939e+00
4.713993733333332870e+01,-1.355786979166666573e+00
4.713982466666666227e+01,-1.354983333333333206e+00
4.714016266666666866e+01,-1.354179687499999840e+00
4.714072600000000079e+01,-1.353858229166666538e+00
4.714061333333333437e+01,-1.353054583333333172e+00
4.714027533333333508e+01,-1.352411666666666568e+00
4.714050066666666794e+01,-1.351447291666666661e+00
4.714083866666666722e+01,-1.350804374999999835e+00
4.714095133333333365e+01,-1.350000729166666691e+00
4.714072600000000079e+01,-1.349197083333333325e+00
4.714061333333333437e+01,-1.348393437499999958e+00
4.714050066666666794e+01,-1.347589791666666592e+00
4.714050066666666794e+01,-1.346786145833333226e+00
4.714038800000000151e+01,-1.345982499999999860e+00
4.714038800000000151e+01,-1.345178854166666493e+00
4.713982466666666227e+01,-1.345178854166666493e+00
4.713937399999999656e+01,-1.345821770833333320e+00
4.713937399999999656e+01,-1.346786145833333226e+00
4.713926133333333013e+01,-1.347750520833333354e+00
4.713869799999999799e+01,-1.347589791666666592e+00
4.713813466666666585e+01,-1.347268333333333290e+00
4.713768400000000014e+01,-1.346786145833333226e+00
4.713712066666666800e+01,-1.346786145833333226e+00
4.713655733333332876e+01,-1.346786145833333226e+00
4.713610666666666305e+01,-1.347268333333333290e+00
4.713554333333333091e+01,-1.347429062499999830e+00
4.713497999999999877e+01,-1.347429062499999830e+00
4.713441666666666663e+01,-1.347429062499999830e+00
4.713385333333333449e+01,-1.347429062499999830e+00
4.713329000000000235e+01,-1.347750520833333354e+00
4.713272666666666311e+01,-1.348071979166666656e+00
4.713227599999999740e+01,-1.348554166666666720e+00
4.713193799999999811e+01,-1.347911249999999894e+00
4.713159999999999883e+01,-1.347268333333333290e+00
4.713126199999999955e+01,-1.346625416666666686e+00
4.713103666666666669e+01,-1.345821770833333320e+00
4.713069866666666741e+01,-1.345178854166666493e+00
4.713058600000000098e+01,-1.344375208333333349e+00
4.713058600000000098e+01,-1.343571562499999983e+00
4.713013533333333527e+01,-1.343089374999999919e+00
4.712990999999999531e+01,-1.342285729166666552e+00
4.712990999999999531e+01,-1.341482083333333186e+00
4.712990999999999531e+01,-1.340678437499999820e+00
4.712990999999999531e+01,-1.339874791666666676e+00
4.712968466666666245e+01,-1.339071145833333309e+00
4.712945933333332960e+01,-1.338267499999999943e+00
4.712923399999999674e+01,-1.337463854166666577e+00
4.712912133333333031e+01,-1.336660208333333211e+00
4.712900866666666388e+01,-1.335856562499999844e+00
4.712889599999999746e+01,-1.335052916666666700e+00
4.712855799999999817e+01,-1.334409999999999874e+00
4.712810733333333246e+01,-1.333767083333333270e+00
4.712765666666666675e+01,-1.333124166666666666e+00
4.712754400000000032e+01,-1.332320520833333299e+00
4.712788199999999961e+01,-1.331677604166666473e+00
4.712743133333333390e+01,-1.331195416666666631e+00
4.712686800000000176e+01,-1.330873958333333329e+00
4.712641733333332894e+01,-1.330391770833333265e+00
4.712607933333332966e+01,-1.329748854166666661e+00
4.712585399999999680e+01,-1.328945208333333294e+00
4.712551599999999752e+01,-1.328302291666666690e+00
4.712517799999999824e+01,-1.327498645833333324e+00
4.712472733333333252e+01,-1.327016458333333260e+00
4.712427666666666681e+01,-1.326534270833333196e+00
4.712382600000000110e+01,-1.327177187500000022e+00
4.712337533333333539e+01,-1.327820104166666626e+00
4.712281199999999615e+01,-1.327820104166666626e+00
4.712236133333333044e+01,-1.327337916666666562e+00
4.712191066666666472e+01,-1.326855729166666720e+00
4.712134733333333259e+01,-1.326855729166666720e+00
4.712078400000000045e+01,-1.327337916666666562e+00
4.712022066666666831e+01,-1.327659374999999864e+00
4.711988266666666902e+01,-1.327016458333333260e+00
4.711988266666666902e+01,-1.326052083333333353e+00
4.712022066666666831e+01,-1.325409166666666527e+00
4.712010800000000188e+01,-1.324605520833333383e+00
4.711954466666666264e+01,-1.324284062499999859e+00
4.711909399999999692e+01,-1.323801875000000017e+00
4.711853066666666479e+01,-1.323480416666666493e+00
4.711830533333333193e+01,-1.322676770833333348e+00
4.711864333333333121e+01,-1.321873124999999982e+00
4.711898133333333050e+01,-1.321230208333333156e+00
4.711864333333333121e+01,-1.320587291666666552e+00
4.711886866666666407e+01,-1.319783645833333185e+00
4.711886866666666407e+01,-1.318979999999999819e+00
4.711853066666666479e+01,-1.318337083333333215e+00
4.711819266666666550e+01,-1.317533437499999849e+00
4.711785466666666622e+01,-1.316890520833333245e+00
4.711740400000000051e+01,-1.316408333333333180e+00
4.711695333333333480e+01,-1.315926145833333338e+00
4.711638999999999555e+01,-1.315604687500000036e+00
4.711593933333332984e+01,-1.315122499999999972e+00
4.711537599999999770e+01,-1.315122499999999972e+00
4.711492533333333199e+01,-1.315765416666666576e+00
4.711458733333333271e+01,-1.316408333333333180e+00
4.711424933333333342e+01,-1.317051250000000007e+00
4.711391133333333414e+01,-1.317694166666666611e+00
4.711346066666666843e+01,-1.318176354166666675e+00
4.711312266666666915e+01,-1.317533437499999849e+00
4.711267199999999633e+01,-1.317051250000000007e+00
4.711233399999999705e+01,-1.316408333333333180e+00
4.711188333333333134e+01,-1.315926145833333338e+00
4.711154533333333205e+01,-1.315283229166666512e+00
4.711109466666666634e+01,-1.314801041666666670e+00
4.711075666666666706e+01,-1.314158124999999844e+00
4.711030600000000135e+01,-1.313675937500000002e+00
4.711041866666666778e+01,-1.312711562499999873e+00
4.711008066666666849e+01,-1.311907916666666507e+00
4.710985533333333564e+01,-1.311104270833333363e+00
4.710951733333332925e+01,-1.310461354166666537e+00
4.710917933333332996e+01,-1.309818437499999932e+00
4.710884133333333068e+01,-1.309175520833333328e+00
4.710850333333333140e+01,-1.308532604166666502e+00
4.710816533333333211e+01,-1.307889687499999898e+00
4.710771466666666640e+01,-1.307407500000000056e+00
4.710726400000000069e+01,-1.306925312499999992e+00
4.710681333333333498e+01,-1.306443124999999927e+00
4.710703866666666784e+01,-1.305478750000000021e+00
4.710748933333333355e+01,-1.304835833333333195e+00
4.710782733333333283e+01,-1.304032187499999829e+00
4.710839066666666497e+01,-1.303871458333333289e+00
4.710895399999999711e+01,-1.303549999999999986e+00
4.710951733333332925e+01,-1.303389270833333224e+00
4.710951733333332925e+01,-1.302585624999999858e+00
4.710917933333332996e+01,-1.301942708333333254e+00
4.710884133333333068e+01,-1.301299791666666650e+00
4.710872866666666425e+01,-1.300496145833333284e+00
4.710850333333333140e+01,-1.299692499999999917e+00
4.710839066666666497e+01,-1.298888854166666551e+00
4.710827799999999854e+01,-1.298085208333333185e+00
4.710793999999999926e+01,-1.297442291666666581e+00
4.710771466666666640e+01,-1.296638645833333214e+00
4.710737666666666712e+01,-1.295995729166666610e+00
4.710703866666666784e+01,-1.295352812500000006e+00
4.710658800000000213e+01,-1.294870624999999942e+00
4.710613733333332931e+01,-1.294227708333333338e+00
4.710568666666666360e+01,-1.293745520833333273e+00
4.710534866666666431e+01,-1.293102604166666669e+00
4.710489799999999860e+01,-1.292620416666666605e+00
4.710444733333333289e+01,-1.292138229166666541e+00
4.710433466666666646e+01,-1.291334583333333175e+00
4.710433466666666646e+01,-1.290530937499999808e+00
4.710433466666666646e+01,-1.289727291666666664e+00
4.710433466666666646e+01,-1.288923645833333298e+00
4.710388400000000075e+01,-1.288441458333333234e+00
4.710343333333333504e+01,-1.287959270833333170e+00
4.710298266666666933e+01,-1.287477083333333328e+00
4.710253199999999651e+01,-1.286994895833333263e+00
4.710196866666666438e+01,-1.287155625000000025e+00
4.710174333333333152e+01,-1.286351979166666659e+00
4.710140533333333224e+01,-1.287155625000000025e+00
4.710151799999999866e+01,-1.287959270833333170e+00
4.710129266666666581e+01,-1.288762916666666536e+00
4.710095466666666653e+01,-1.287959270833333170e+00
4.710072933333333367e+01,-1.288923645833333298e+00
4.710140533333333224e+01,-1.285709062500000055e+00
4.710106733333333295e+01,-1.285066145833333229e+00
4.710061666666666724e+01,-1.284583958333333165e+00
4.710016600000000153e+01,-1.284101770833333322e+00
4.709971533333333582e+01,-1.283619583333333258e+00
4.709937733333332943e+01,-1.284262499999999863e+00
4.709903933333333015e+01,-1.284905416666666689e+00
4.709847599999999801e+01,-1.284905416666666689e+00
4.709791266666666587e+01,-1.284905416666666689e+00
4.709734933333333373e+01,-1.284744687499999927e+00
4.709689866666666802e+01,-1.284262499999999863e+00
4.709633533333333588e+01,-1.284101770833333322e+00
4.709577199999999664e+01,-1.283941041666666560e+00
4.709520866666666450e+01,-1.283619583333333258e+00
4.709475799999999879e+01,-1.283137395833333194e+00
4.709430733333333308e+01,-1.282655208333333352e+00
4.709385666666666737e+01,-1.282012291666666526e+00
4.709363133333333451e+01,-1.281047916666666620e+00
4.709306800000000237e+01,-1.280726458333333317e+00
4.709250466666666313e+01,-1.280405000000000015e+00
4.709205399999999742e+01,-1.281047916666666620e+00
4.709171599999999813e+01,-1.281851562499999986e+00
4.709137799999999885e+01,-1.282655208333333352e+00
4.709103999999999957e+01,-1.283458854166666718e+00
4.709103999999999957e+01,-1.284423229166666625e+00
4.709103999999999957e+01,-1.285226874999999991e+00
4.709047666666666743e+01,-1.285548333333333293e+00
4.708991333333333529e+01,-1.285709062500000055e+00
4.708934999999999604e+01,-1.285548333333333293e+00
4.708878666666666390e+01,-1.285548333333333293e+00
4.708822333333333177e+01,-1.285548333333333293e+00
4.708765999999999963e+01,-1.285387604166666531e+00
4.708743466666666677e+01,-1.284583958333333165e+00
4.708720933333333392e+01,-1.283780312499999798e+00
4.708664600000000178e+01,-1.283941041666666560e+00
4.708619533333333607e+01,-1.284423229166666625e+00
4.708585733333332968e+01,-1.285066145833333229e+00
4.708551933333333039e+01,-1.285709062500000055e+00
4.708518133333333111e+01,-1.286351979166666659e+00
4.708484333333333183e+01,-1.286994895833333263e+00
4.708450533333333254e+01,-1.287637812499999868e+00
4.708405466666666683e+01,-1.288280729166666694e+00
4.708360400000000112e+01,-1.288923645833333298e+00
4.708315333333333541e+01,-1.289405833333333362e+00
4.708270266666666970e+01,-1.290048749999999966e+00
4.708225199999999688e+01,-1.290530937499999808e+00
4.708180133333333117e+01,-1.291013124999999873e+00
4.708146333333333189e+01,-1.291816770833333239e+00
4.708157599999999832e+01,-1.292781145833333145e+00
4.708146333333333189e+01,-1.293745520833333273e+00
4.708123799999999903e+01,-1.294549166666666640e+00
4.708101266666666618e+01,-1.295513541666666546e+00
4.708078733333333332e+01,-1.296317187499999912e+00
4.708056200000000047e+01,-1.297281562499999819e+00
4.708033666666666761e+01,-1.298085208333333185e+00
4.708011133333333476e+01,-1.299049583333333313e+00
4.707999866666666833e+01,-1.300013958333333219e+00
4.707988600000000190e+01,-1.300978333333333348e+00
4.707977333333333547e+01,-1.301942708333333254e+00
4.707921000000000333e+01,-1.302103437500000016e+00
4.707864666666666409e+01,-1.302103437500000016e+00
4.707808333333333195e+01,-1.302264166666666556e+00
4.707751999999999981e+01,-1.302264166666666556e+00
4.707695666666666767e+01,-1.302264166666666556e+00
4.707639333333333553e+01,-1.302424895833333318e+00
4.707582999999999629e+01,-1.302424895833333318e+00
4.707526666666666415e+01,-1.302746354166666620e+00
4.707470333333333201e+01,-1.303067812499999922e+00
4.707413999999999987e+01,-1.303228541666666684e+00
4.707357666666666773e+01,-1.303549999999999986e+00
4.707301333333333559e+01,-1.303871458333333289e+00
4.707245000000000346e+01,-1.304192916666666591e+00
4.707199933333333064e+01,-1.303710729166666527e+00
4.707154866666666493e+01,-1.303228541666666684e+00
4.707098533333333279e+01,-1.303710729166666527e+00
4.707042200000000065e+01,-1.303871458333333289e+00
4.706985866666666851e+01,-1.304192916666666591e+00
4.706940800000000280e+01,-1.304675104166666655e+00
4.706895733333332998e+01,-1.305318020833333259e+00
4.706850666666666427e+01,-1.305960937499999863e+00
4.706805599999999856e+01,-1.306603854166666689e+00
4.706771799999999928e+01,-1.307246770833333294e+00
4.706771799999999928e+01,-1.308211145833333200e+00
4.706771799999999928e+01,-1.309175520833333328e+00
4.706738000000000000e+01,-1.309818437499999932e+00
4.706681666666666786e+01,-1.309657708333333170e+00
4.706625333333333572e+01,-1.309657708333333170e+00
4.706569000000000358e+01,-1.309496979166666630e+00
4.706512666666666433e+01,-1.309496979166666630e+00
4.706456333333333220e+01,-1.309979166666666472e+00
4.706411266666666648e+01,-1.310461354166666537e+00
4.706354933333333435e+01,-1.310943541666666601e+00
4.706298600000000221e+01,-1.311425729166666665e+00
4.706242266666667007e+01,-1.311907916666666507e+00
4.706230999999999653e+01,-1.312872291666666635e+00
4.706242266666667007e+01,-1.313836666666666542e+00
4.706253533333333650e+01,-1.314801041666666670e+00
4.706276066666666935e+01,-1.315765416666666576e+00
4.706298600000000221e+01,-1.316729791666666483e+00
4.706298600000000221e+01,-1.317694166666666611e+00
4.706298600000000221e+01,-1.318658541666666517e+00
4.706287333333333578e+01,-1.319622916666666645e+00
4.706264800000000292e+01,-1.320587291666666552e+00
4.706230999999999653e+01,-1.321390937499999918e+00
4.706208466666666368e+01,-1.322355312500000046e+00
4.706219733333333011e+01,-1.323319687499999953e+00
4.706230999999999653e+01,-1.324284062499999859e+00
4.706230999999999653e+01,-1.325248437499999987e+00
4.706242266666667007e+01,-1.326212812499999893e+00
4.706219733333333011e+01,-1.327016458333333260e+00
4.706185933333333082e+01,-1.327820104166666626e+00
4.706152133333333154e+01,-1.328463020833333230e+00
4.706129599999999868e+01,-1.329427395833333359e+00
4.706118333333333226e+01,-1.330391770833333265e+00
4.706095799999999940e+01,-1.331356145833333171e+00
4.706062000000000012e+01,-1.331999062499999997e+00
4.706028200000000083e+01,-1.332802708333333364e+00
4.705994400000000155e+01,-1.333606354166666508e+00
4.705960600000000227e+01,-1.334409999999999874e+00
4.705926800000000298e+01,-1.335213645833333240e+00
4.705893000000000370e+01,-1.336017291666666607e+00
4.705859199999999731e+01,-1.336820937499999973e+00
4.705836666666666446e+01,-1.337785312499999879e+00
4.705836666666666446e+01,-1.338749687500000007e+00
4.705836666666666446e+01,-1.339714062499999914e+00
4.705836666666666446e+01,-1.340678437499999820e+00
4.705836666666666446e+01,-1.341642812499999948e+00
4.705836666666666446e+01,-1.342607187499999855e+00
4.705836666666666446e+01,-1.343571562499999983e+00
4.705847933333333089e+01,-1.344535937499999889e+00
4.705870466666666374e+01,-1.345500312500000017e+00
4.705870466666666374e+01,-1.346464687499999924e+00
4.705847933333333089e+01,-1.347429062499999830e+00
4.705836666666666446e+01,-1.348393437499999958e+00
4.705814133333333160e+01,-1.349357812499999865e+00
4.705802866666666517e+01,-1.350161458333333231e+00
4.705791599999999875e+01,-1.350965104166666597e+00
4.705791599999999875e+01,-1.351929479166666503e+00
4.705814133333333160e+01,-1.352893854166666632e+00
4.705836666666666446e+01,-1.353858229166666538e+00
4.705859199999999731e+01,-1.354822604166666666e+00
4.705859199999999731e+01,-1.355626249999999811e+00
4.705847933333333089e+01,-1.356590624999999939e+00
4.705836666666666446e+01,-1.357554999999999845e+00
4.705847933333333089e+01,-1.358519374999999973e+00
4.705847933333333089e+01,-1.359483749999999880e+00
4.705847933333333089e+01,-1.360448125000000008e+00
4.705859199999999731e+01,-1.361412499999999914e+00
4.705870466666666374e+01,-1.362376874999999821e+00
4.705859199999999731e+01,-1.363180520833333187e+00
4.705825399999999803e+01,-1.363984166666666553e+00
4.705791599999999875e+01,-1.364787812499999919e+00
4.705780333333333232e+01,-1.365752187500000048e+00
4.705769066666666589e+01,-1.366555833333333192e+00
4.705746533333333304e+01,-1.367520208333333320e+00
4.705712733333333375e+01,-1.368323854166666687e+00
4.705667666666666804e+01,-1.368806041666666529e+00
4.705622600000000233e+01,-1.369288229166666593e+00
4.705577533333333662e+01,-1.369931145833333197e+00
4.705611333333333590e+01,-1.370734791666666563e+00
4.705667666666666804e+01,-1.371216979166666627e+00
4.705735266666666661e+01,-1.371538437499999930e+00
4.705769066666666589e+01,-1.370895520833333325e+00
4.705825399999999803e+01,-1.371377708333333167e+00
4.705870466666666374e+01,-1.372020624999999994e+00
4.705904266666667013e+01,-1.372824270833333138e+00
4.705938066666666941e+01,-1.373627916666666504e+00
4.705983133333333512e+01,-1.374270833333333330e+00
4.706050733333333369e+01,-1.374592291666666632e+00
4.706118333333333226e+01,-1.374592291666666632e+00
4.706185933333333082e+01,-1.374592291666666632e+00
4.706253533333333650e+01,-1.374753020833333172e+00
4.706321133333333506e+01,-1.374913749999999935e+00
4.706388733333333363e+01,-1.375074479166666475e+00
4.706456333333333220e+01,-1.375235208333333237e+00
4.706523933333333076e+01,-1.375395937499999999e+00
4.706591533333333643e+01,-1.375556666666666539e+00
4.706659133333333500e+01,-1.375717395833333301e+00
4.706726733333333357e+01,-1.376038854166666603e+00
4.706749266666666642e+01,-1.377003229166666509e+00
4.706704200000000071e+01,-1.377646145833333335e+00
4.706704200000000071e+01,-1.378610520833333242e+00
4.706692933333333428e+01,-1.379574895833333148e+00
4.706715466666666714e+01,-1.380539270833333276e+00
4.706749266666666642e+01,-1.381342916666666643e+00
4.706771799999999928e+01,-1.382307291666666549e+00
4.706794333333333213e+01,-1.383271666666666677e+00
4.706839399999999785e+01,-1.383914583333333281e+00
4.706873199999999713e+01,-1.384718229166666648e+00
4.706929533333333637e+01,-1.385200416666666712e+00
4.706974600000000208e+01,-1.385843333333333316e+00
4.707008400000000137e+01,-1.386646979166666682e+00
4.707053466666666708e+01,-1.387289895833333286e+00
4.707109799999999922e+01,-1.387772083333333351e+00
4.707166133333333136e+01,-1.387450625000000048e+00
4.707154866666666493e+01,-1.388414999999999955e+00
4.707154866666666493e+01,-1.386646979166666682e+00
4.707199933333333064e+01,-1.386004062499999856e+00
4.707256266666666988e+01,-1.385521875000000014e+00
4.707323866666666845e+01,-1.385521875000000014e+00
4.707391466666666702e+01,-1.385361145833333252e+00
4.707459066666666558e+01,-1.385361145833333252e+00
4.707526666666666415e+01,-1.385361145833333252e+00
